№ испытания,Модуль сигнала,Тип_измерения,Количество импульсов,Фаза Hor,Фаза Ver,Уровень шума,Азимут,У.М.,Секунда,Дальность (м),Доля сигнала в ВП
1,444.24,1,1,1.570796326794897,1.570796326794897,84.39783426356745,-23.99898562313439,13.5826947491406,1873.709410770424,2934.870180966574,0.3901749226240506
1,2069.22,1,2,-0.1123411982283578,-0.5810661137337144,94.27554784863358,27.02798421373048,13.53694949385434,1874.100524526606,2762.669758862135,0.9953563086926772
1,237.07,1,2,1.570796326794897,1.570796326794897,93.60130118753692,9.192782183762676,12.05061076835395,1874.170366293736,2800.413575813585,0.3185839862250622
1,9349.54,1,2,1.570796326794897,1.570796326794897,98.30516318789364,28.62719645086904,13.59341003460061,1874.282113076679,2733.705948017865,0.5063330555566794
1,632.5,1,2,1.570796326794897,1.570796326794897,95.3245963301634,8.969803637282979,12.337459769485,1874.351954812049,2796.758643038735,0.3468232282335297
1,1219.12,1,2,1.570796326794897,1.570796326794897,95.50109030909752,8.727454709926132,12.76014908761593,1874.519575002344,2793.665222282369,0.3970389189060308
1,1649.16,1,1,1.570796326794897,1.570796326794897,86.69423906812608,-23.27223141253759,13.78872019070255,1874.673226832861,2906.314742499383,0.5012938116925981
1,1782.99,1,2,1.570796326794897,1.570796326794897,98.63038804795204,8.093212426598182,12.87429970290058,1875.287834186689,2776.656512777062,0.0897252785293082
1,3215.76,1,2,1.570796326794897,1.570796326794897,100.1652907411545,-22.8007319838835,14.05692512225461,1875.343707562281,2886.416798426249,0.6771547351200113
1,2480.75,1,2,1.570796326794897,1.570796326794897,92.30833406096332,26.79945257355925,14.03731009009372,1875.469422705002,2706.538975632739,0.8087198451110941
1,1215.73,1,2,1.570796326794897,1.570796326794897,96.2526770283788,7.913566065418338,12.89530800419753,1875.48339106478,2772.195044557483,0.0904699595436495
1,9683.28,1,2,1.570796326794897,1.570796326794897,110.8283033785567,28.24551068366406,14.16296822454616,1875.637042895297,2679.474096341884,0.544110536224286
1,1049.67,1,2,1.570796326794897,1.570796326794897,96.50651106549752,7.068697803754359,13.14817636418485,1876.558953910159,2748.325679117264,0.5112739770415906
1,363.52,1,1,1.570796326794897,1.570796326794897,90.96578997401495,9.090600343486036,8.301798833493113,1876.684669052881,3319.914286004159,0.9845998053086276
1,3106.89,1,2,-1.309323538737528,-2.376073444509161,97.0022806692451,-21.80290054300498,14.46731034304123,1876.698637380898,2846.968026800497,0.7856950908857044
1,3034.42,4,1,1.570796326794897,1.570796326794897,82.28982190843287,-21.7960507635026,14.47010235753937,1876.712605740676,2846.712794064823,0.7024075211743449
1,3007.74,4,1,-1.177579606448591,0.0429010851818597,99.75875966608146,-21.79305547920821,14.47133770646191,1876.712605740676,2846.600491661127,0.7775975487481364
1,3324.61,4,1,2.008799152704872,3.019871959069528,80.05489253473894,-21.78999671728963,14.47257509737419,1876.712605740676,2846.477979948003,0.8150109594944004
1,3182.46,4,1,-0.7620800877345772,0.3622135954834339,78.39307282297716,-21.78700150149051,14.47381032714603,1876.726574100454,2846.365677544307,0.8892609828838286
1,3174.68,4,1,-3.002786975320807,-1.869906981588303,93.30978866053334,-21.7839428097455,14.47504759651554,1876.726574100454,2846.25337514061,0.7615540308569724
1,2973.66,4,1,1.871442723765495,3.006351052675527,78.32763123528248,-21.78094766238566,14.47628270715237,1876.726574100454,2846.130863427486,0.902648879917888
1,3298.87,4,1,-0.5429092965516109,0.5758076431707564,89.22464712565356,-21.77795195891457,14.47751204008857,1876.740542428472,2846.01856102379,0.7708159411785523
1,3330.25,4,1,-0.1855604126072493,0.9748542347598248,65.48124926297604,-21.75673368983886,14.48616982103249,1876.768479148028,2845.212025579061,0.812967354980521
1,3188.69,4,1,-1.862297014378392,-0.7206828031517443,86.98575159512964,-21.75373825976147,14.48739867764749,1876.768479148028,2845.089513865938,0.8245548284142626
1,3225.31,4,1,-2.806942827468917,-1.656700976919695,88.9152868929151,-21.75074345295867,14.48863319403489,1876.768479148028,2844.977211462241,0.7588219399322942
1,3553.21,4,1,3.089755532140055,-2.08398342960574,88.60592666017664,-21.74768518023808,14.48986973569794,1876.768479148028,2844.864909058545,0.7735508465788806
1,3477.68,4,1,-3.047346890370024,-1.942167271053874,88.98271155902476,-21.74163223859532,14.49234055327576,1876.782447476046,2844.630094941725,0.8225416765930081
1,2228.28,4,1,1.570796326794897,1.570796326794897,79.73561690992551,26.59817746025414,14.63704408119605,1876.852289243176,2649.295377675806,0.7436032051784355
1,2379.93,4,1,-1.237778801456076,0.7866640786702896,85.30608417763297,26.59759320693119,14.63865361744916,1876.866257571193,2649.142238034402,0.6879991950534208
1,2394.17,4,1,-0.2481605070599965,1.816878290654424,79.77726155664031,26.5963605410498,14.64188811721483,1876.866257571193,2648.825749442166,0.754272918846212
1,2271.19,4,1,2.229737764144083,-2.026376264353862,81.54220134598158,26.59577708081301,14.64350332507292,1876.866257571193,2648.672609800763,0.7664718441875088
1,2482.54,4,1,-2.425216536865042,-0.2033509115612159,85.82366764394538,26.59460946336788,14.64672801990621,1876.880225930971,2648.356121208526,0.7192721246112868
1,2507.0,4,1,0.1869227298027157,2.322775552391735,81.73654303065062,26.59097709012281,14.65642141406796,1876.908162618767,2647.416864741247,0.7238772013392417
1,2097.09,4,1,3.018191448443651,-1.103542447587489,88.21129405559358,26.59039377436469,14.65803654782047,1876.908162618767,2647.253515790416,0.7000228407474369
1,2266.26,4,1,-0.3012129852268021,1.619653835506261,79.95573861398944,26.58980972890078,14.6596459772218,1876.908162618767,2647.100376149011,0.7010494933099248
1,2408.95,4,1,2.755377961747893,-1.421377646975148,85.51034125437695,26.58922644525581,14.66126109465029,1876.908162618767,2646.947236507607,0.7512430323757187
1,2460.72,4,1,-0.4210342248726521,1.747460560567453,87.87218764663027,26.58805918023473,14.66448560887823,1876.922130978545,2646.630747915372,0.6724063981425976
1,2329.5,4,1,-0.1793384640966968,1.937094863021907,84.30859573489289,26.58741099151571,14.66611045288984,1876.922130978545,2646.477608273967,0.7093551438682655
1,2190.08,4,1,-3.039894102054079,-0.8783688792722946,78.53783754727145,26.58682702595286,14.66771984130385,1876.936099338323,2646.314259323136,0.7002350469669189
1,2410.16,4,1,0.6878841463238267,2.748035137327319,83.64823062270116,26.58624382252092,14.66933491766183,1876.936099338323,2646.161119681731,0.7193322381093757
1,2195.73,4,1,-1.873515337469821,0.138411566967114,82.54563902396661,26.58565988892269,14.67094428980755,1876.936099338323,2646.007980040327,0.7248939633189448
1,2314.38,4,1,1.786430766488337,-2.303598307789004,83.95957393385463,26.58507671758075,14.67255934986394,1876.936099338323,2645.844631089496,0.717196853966483
1,2449.95,4,1,-0.2494302336571754,1.825376419440305,80.26113268989792,26.58442786234261,14.67417845538981,1876.950067666341,2645.691491448092,0.7089654434587647
1,2213.59,4,1,-2.285595628509149,-0.1659488124061481,90.7734313677609,26.5838447230104,14.67579349887178,1876.950067666341,2645.538351806687,0.7171253185004975
1,2446.16,4,1,1.930307627211389,-2.091120894570591,84.84006075011025,26.58326159974961,14.67740853419943,1876.950067666341,2645.375002855856,0.6763807705687183
1,2169.09,4,1,0.2196533885505959,2.361684691756719,86.72001908752097,26.58267774599408,14.67901786541383,1876.950067666341,2645.221863214451,0.7811825128839314
1,2383.59,4,1,-1.420337200340722,0.6872114762932622,86.82710532193043,26.58144587905682,14.68225194764289,1876.964036026119,2644.905374622216,0.6903146843097167
1,15123.54,1,2,1.789087492692142,-2.515971618491008,108.4823216136233,27.8302961449186,14.74673049234487,1877.01990940171,2624.650104719139,0.5330376531169263
1,4608.34,1,2,1.570796326794897,1.570796326794897,98.76325430175638,-21.27892540316774,14.67105359842736,1877.383086470096,2827.560129579857,0.8326007089631758
1,1528.06,1,1,1.570796326794897,1.570796326794897,86.35314958074778,8.207159755875727,8.644233293849439,1877.466896565244,3304.712624267423,0.8734344984401133
1,1912.72,1,1,-1.321521172382044,-1.473006835672401,87.34667186665786,8.094873675994624,8.57662865540807,1877.648485115317,3301.027063564293,0.8417960807429963
1,14129.61,1,2,-1.193255597948281,-1.644147938303852,106.322749219699,27.61618534514001,15.0363309255642,1877.69039016289,2597.891504711091,0.5725589142440419
1,9670.48,4,1,2.854065012073596,2.965143118710812,97.43657484212794,27.60562970444735,15.05078700408279,1877.732295210464,2596.584713104442,0.619357971202545
1,8421.71,4,1,-2.891310658799515,-2.802258057219047,92.70891590079133,27.60438964033484,15.05244363203011,1877.732295210464,2596.441782772463,0.7746247155590519
1,8701.54,4,1,-2.455409460053864,-2.340781386471318,100.5916526003773,27.60321511784003,15.05409007500518,1877.732295210464,2596.288643131059,0.7848240458710282
1,8672.0,4,1,-1.57818664238801,-1.487163525793323,88.34614338781292,27.60197508854929,15.05574667142566,1877.732295210464,2596.145712799082,0.6931119303157146
1,8596.25,4,1,-0.6802924854572515,-0.5577910734175007,92.56613425491204,27.59956060591606,15.0590496488768,1877.746263538482,2595.839433516273,0.6545739377181832
1,9905.83,4,1,2.244110695011877,2.368563062607702,95.61214270033696,27.59838535233395,15.06069034500412,1877.746263538482,2595.696503184296,0.5585060619399992
1,8982.46,4,1,-2.251687278373109,-2.13278528978223,94.90220062777048,27.59714539258587,15.06234687841166,1877.746263538482,2595.543363542892,0.5984188844168002
1,9266.2,4,1,-0.2136258400386249,-0.1037043098705777,93.88686447929553,27.59597097303466,15.06399323014843,1877.76023189826,2595.400433210915,0.6116255455589517
1,9830.14,4,1,1.935632032023249,2.05779914950839,102.6679357008721,27.59473104805546,15.0656497320553,1877.76023189826,2595.24729356951,0.53627647248521
1,8825.82,4,1,-2.18416941844189,-2.085650400054159,94.74752051140123,27.59355666280103,15.06729605339159,1877.76023189826,2595.104363237533,0.5800544916134692
1,9763.67,4,1,0.1589292879671094,0.2978524061412366,99.70918270570672,27.59231677257307,15.0689525238065,1877.774200258038,2594.951223596128,0.5759713134212974
1,9078.68,4,1,2.836457864731261,2.949569070304647,93.50809650203236,27.59114162153958,15.07059312883496,1877.774200258038,2594.798083954724,0.620891950810334
1,8833.43,4,1,-0.3908006812140052,-0.3213412180130538,94.44014335707776,27.58990176599731,15.07224956778117,1877.774200258038,2594.655153622747,0.7107670573307985
1,9063.19,4,1,2.763920966015392,2.866962923877428,95.68155044486164,27.58872744923551,15.07389582835697,1877.774200258038,2594.502013981342,0.6499257451187652
1,8303.86,4,1,-0.1568084731858689,-0.0483452194079222,93.41687489494282,27.58748762840924,15.07555223582867,1877.788168586056,2594.359083649365,0.7233004879829299
1,2173.72,1,2,1.570796326794897,1.570796326794897,94.90021754935547,-0.7559779057605794,12.49619889884239,1878.291029156941,2806.426859066061,0.3994466552353972
1,1453.17,1,1,1.570796326794897,1.570796326794897,86.9560054189048,7.641532601760862,8.605712578482096,1878.304997484958,3289.092380844183,0.9988855065103844
1,10742.56,1,2,1.655943178594234,1.576029213466988,100.8395374022511,27.39334105898056,15.32804235741008,1878.374839252088,2571.01039298992,0.6831182776032843
1,2166.45,1,2,1.570796326794897,1.570796326794897,100.054238349915,-0.7874600017067583,12.54592870399547,1878.472617675254,2799.607040368856,0.4000214354490057
1,3507.52,1,2,1.570796326794897,1.570796326794897,98.3349093641185,26.33062502236079,15.44567921089643,1878.584364458197,2578.412142324462,0.6873288869443074
1,662.7,1,2,1.570796326794897,1.570796326794897,91.8264460061207,5.192107786030994,13.5545858225088,1878.598332817975,2704.578788222764,0.2153060825082623
1,1954.29,1,2,1.570796326794897,1.570796326794897,97.19662235391414,-0.8130963169264278,12.62005761596536,1878.654206225327,2791.929639679786,0.5090268192522306
1,407.56,1,1,1.570796326794897,1.570796326794897,75.20626581008793,7.342442112974725,8.584320476457206,1878.6961112729,3281.486445321103,0.9714985995473652
1,4384.4,1,2,-0.9062074353410274,0.2455461965292739,93.6290642853468,-20.20230264063504,15.09149556443906,1878.751984648492,2789.060823730812,0.9406708104186912
1,9642.8,1,2,1.570796326794897,1.570796326794897,100.1216630160247,27.16877677591141,15.6287749109749,1879.045319981508,2544.445769860985,0.7191630273862307
1,3621.17,4,1,1.85052839195783,-2.270533959966092,86.00214470129453,26.21833926332359,15.79215103829279,1879.282781907173,2549.744401453574,0.6531249302050075
1,3826.61,4,1,1.113259155223825,-2.887112946968635,87.4398765521624,26.2177241325776,15.79392967093079,1879.296750266951,2549.59126181217,0.6550995370715978
1,3414.24,4,1,0.6679249050296695,2.918361917320419,77.17149651934321,26.21704318858365,15.79571218503003,1879.296750266951,2549.438122170766,0.7577825289990837
1,4031.47,4,1,0.359224810437724,2.54260918213583,80.80053001877525,26.21642809452656,15.79749080041804,1879.296750266951,2549.284982529362,0.5931934463962397
1,4083.78,4,1,-0.0467943385309794,2.186798370234319,84.96896084708463,26.21581222697603,15.7992637229757,1879.296750266951,2549.131842887957,0.6397437924509445
1,4071.41,4,1,0.9313540289586042,-3.129032524449834,88.20137866351864,26.21205553449209,15.8099333898945,1879.324686954747,2548.213005039531,0.6042346221449536
1,3963.84,4,1,1.697248180723022,-2.317737473933541,84.63778675178128,26.21143979519646,15.8117062529803,1879.324686954747,2548.059865398127,0.6126676418089488
1,3914.34,4,1,2.33427382341745,-1.741843574798446,85.73641219368582,26.21082486669898,15.81348479184239,1879.338655314524,2547.906725756723,0.6663015876653318
1,3799.45,4,1,3.083918206885825,-0.960914165087328,80.90166701793974,26.21020916406209,15.81525763803918,1879.338655314524,2547.753586115318,0.6481448195901718
1,3884.26,4,1,-2.248754670612291,-0.025996496751711,92.62562660736174,26.2095942723592,15.8170361599839,1879.338655314524,2547.600446473914,0.5964059352692829
1,3697.31,4,1,-1.143281408775375,1.10081402701166,83.12866407797372,26.20897860637307,15.81880898929996,1879.338655314524,2547.44730683251,0.6096741306048827
1,3278.89,4,1,0.131735069097651,2.383405124123865,86.79140991046062,26.2076830800223,15.82236987675088,1879.352623642542,2547.151236859128,0.6926724491247604
1,3874.74,4,1,-2.803759635509123,-0.5533904242114219,83.14254562687866,26.20706826173315,15.82414836459916,1879.352623642542,2546.998097217723,0.575439595487047
1,3531.54,4,1,-0.904534328993615,1.33227286556129,79.85460161482493,26.20645266887474,15.82592115989181,1879.352623642542,2546.84495757632,0.6761328909901559
1,3988.57,4,1,1.106897270866931,-2.96657155329568,81.73257687382063,26.20583788735604,15.82769963084763,1879.36659200232,2546.691817934915,0.6171710660580084
1,3892.3,4,1,-3.124008501490466,-0.9143512907076484,84.71710988838088,26.20208216107157,15.83836279458462,1879.380560330338,2545.772980086489,0.6179705668091817
1,1586.1,1,2,-0.4106527294591524,1.841844469245954,92.62364352894676,4.484711376189066,13.76732556408106,1879.394528690116,2688.121381426514,0.1245407729126644
1,1065.46,4,1,1.570796326794897,1.570796326794897,85.43696735302231,4.477018198455188,13.76914075418901,1879.408497049894,2687.947823166256,0.168524636647226
1,1097.05,4,1,-0.124692037467396,2.146249490251711,82.54167286713664,4.473495779195309,13.76998211251043,1879.408497049894,2687.86614869084,0.1186088359935562
1,1107.9,4,1,2.629567606824187,-1.643540729345923,79.38659510888725,4.469978161470936,13.77076561916994,1879.422465377912,2687.794683524851,0.1075714476086906
1,1213.26,4,1,-0.372486747940971,1.663534166734923,87.66991364830126,4.466455725281613,13.77160682981795,1879.422465377912,2687.713009049436,0.1392298696353461
1,1220.56,4,1,-2.77774889851167,-0.5531975949207265,87.04722702599435,4.462939194555574,13.77244781269771,1879.422465377912,2687.63133457402,0.1255839923741467
1,1154.02,4,1,2.275300070932972,-2.010496171300147,84.11623712863886,4.459422654927083,13.7732887218904,1879.422465377912,2687.559869408032,0.1216359461297096
1,1223.35,4,1,1.681463758301649,-2.410772064242026,80.62800219667109,4.452383634572177,13.77497047268838,1879.43643373769,2687.3965204572,0.0994902626736313
1,1252.4,4,1,2.852320665104226,-1.190342885706891,83.43405815388222,4.448861153825669,13.77581131405122,1879.43643373769,2687.325055291212,0.130023468960675
1,1176.88,4,1,-1.725737298997625,0.5057069787622354,79.5551567741614,4.445344578466544,13.77665192825954,1879.450402097468,2687.243380815796,0.1483501232606672
1,1192.89,4,1,0.6264757170174285,3.095357958425512,84.32644344062781,4.441826896621292,13.77743484569388,1879.450402097468,2687.161706340381,0.0962425152211668
1,1331.8,4,1,-2.136277064988065,0.2877426205001281,81.51245516975673,4.438304389794217,13.7782754655897,1879.450402097468,2687.090241174391,0.094492304139699
1,1195.58,4,1,2.309135803281522,-1.84057034809223,80.35830353223244,4.434787788307885,13.77911585869917,1879.450402097468,2687.008566698976,0.1122085809548949
1,1217.26,4,1,1.277856678908987,-2.832910411941236,83.48561819267196,4.431265263494656,13.77995633086648,1879.464370425485,2686.92689222356,0.1139920787656984
1,1191.08,4,1,1.219015842262015,-2.91944261056646,82.77964227693546,4.427748643992049,13.78079657649295,1879.464370425485,2686.855427057571,0.0978281759408074
1,1029.6,4,1,1.589474754051986,-2.409765189053094,76.47543599568165,4.424232015461219,13.78163674843999,1879.464370425485,2686.773752582156,0.165785643552252
1,1239.02,4,1,2.375475225662775,-1.614462740317698,84.93723159244477,4.42070946357294,13.78247699908131,1879.464370425485,2686.692078106741,0.1423600124555906
1,1174.88,4,1,2.735070185820094,-1.394889930728554,81.5342690323216,4.417169159693453,13.78331763255208,1879.478338785264,2686.620612940752,0.0791853698390405
1,1361.37,4,1,0.6121160463102251,2.890510332125174,82.0022755382593,4.413645498634676,13.78410011245037,1879.478338785264,2686.538938465336,0.1283794842854157
1,6043.84,1,2,1.570796326794897,1.570796326794897,98.6026249501422,26.69567116624168,16.24731208310459,1880.400249800126,2491.347151531395,0.7806387232476265
1,4625.93,4,1,1.570796326794897,1.570796326794897,89.34363183055298,26.69330664557492,16.25032228527498,1880.414218159904,2491.091918795722,0.7213830674997863
1,4181.26,4,1,-1.632639574863982,-1.64909473177907,86.6525944214113,26.692021120101,16.25203423665305,1880.414218159904,2490.938779154317,0.7437467028833039
1,4410.63,4,1,0.2544688361868013,0.2297793558080633,87.70957521660108,26.69067107267107,16.25376161160065,1880.414218159904,2490.79584882234,0.7508494025944651
1,4383.89,4,1,2.129272866307522,2.104501446668182,82.09746330217884,26.68932104119297,16.25548896957017,1880.414218159904,2490.652918490362,0.7334274472508404
1,4126.82,4,1,2.826620524369797,2.741573190994731,86.01404317178445,26.67999950582846,16.26754345403787,1880.4421548477,2489.631987547667,0.7643586587784358
1,4221.78,4,1,0.2995401253572242,0.2366188196162075,88.01100313567959,26.6786496012601,16.26927067748446,1880.456123207478,2489.478847906262,0.7115676035268695
1,4470.75,4,1,-2.021046939937038,-2.125937870693498,83.66806140685107,26.67729888011707,16.27099220700192,1880.456123207478,2489.335917574285,0.7538779931034074
1,4002.72,4,1,1.942920224220974,1.89070740802993,83.46578740852205,26.6760143747448,16.27270964070432,1880.456123207478,2489.192987242307,0.8205217168620759
1,4167.83,4,1,-0.2354043765228393,-0.2692193837006823,84.70521141789094,26.67466451763877,16.27443681389122,1880.456123207478,2489.039847600904,0.6908135513182039
1,3790.56,4,1,-2.91723840855531,-2.984669461956089,88.96883001011983,26.6666294089506,16.28477839165846,1880.484059895273,2488.172056299612,0.7132212796517665
1,4098.44,4,1,2.852883464021454,2.790914219522997,83.39439658558241,26.66534502862923,16.28649569569427,1880.484059895273,2488.018916658208,0.7549768148842609
1,3963.16,4,1,2.820593420879395,2.749293846351684,81.94873242105457,26.66264475029697,16.28994407964089,1880.498028255051,2487.733055994254,0.7846920965169785
1,3928.11,4,1,-3.026190183291987,-3.113842343921343,82.38699275076739,26.66129505133031,16.29167108466141,1880.498028255051,2487.579916352849,0.7597617037448625
1,4243.27,4,1,-2.109095838721443,-2.215637420930692,87.31692569043301,26.66001073341245,16.29338832392127,1880.498028255051,2487.436986020872,0.7105788283848824
1,3399.44,4,1,-1.426537685517879,-1.467363561290494,76.58252223009113,26.65866023283757,16.29510961886024,1880.511996583069,2487.294055688894,0.7257872714898741
1,2360.68,4,1,-0.4297433416572666,-0.4222929663222171,74.84534553855971,26.65731058113025,16.29683657371539,1880.511996583069,2487.14091604749,0.7389117754762687
1,1158.4,1,1,0.949788397126196,0.8774796038858885,89.87311376735536,5.988355249452879,8.87610178166717,1880.525964942847,3248.193887279804,0.90399319308126
1,3996.96,1,2,-2.711455739515924,-1.603470014446972,95.69741507218154,27.0065019884353,12.34889621798216,1880.539933302625,2881.077329595952,0.6711994715369214
1,2408.61,1,2,1.570796326794897,1.570796326794897,95.19173007635904,-18.72878336800164,15.6613376341016,1880.553901630643,2739.453789225241,0.9499897760242008
1,5901.87,1,2,1.570796326794897,1.570796326794897,92.03070308286468,25.98314143707886,16.42285019762717,1880.623743366012,2495.155223947649,0.5565627641540317
1,2110.76,1,2,1.570796326794897,1.570796326794897,88.48297579844723,-1.137187269985018,13.52799268968484,1880.651680085568,2709.693652245669,0.7278609662847727
1,3785.87,1,2,1.570796326794897,1.570796326794897,99.8281674106061,26.93273699074259,12.46028513167644,1880.735490180716,2874.655673966397,0.5496684696269826
1,1395.18,1,2,1.570796326794897,1.570796326794897,87.00558237927955,3.322836381578467,14.00636800083759,1880.763426868512,2661.087130063939,0.524227562098812
1,2619.56,1,2,1.570796326794897,1.570796326794897,96.33993247863836,26.8653093608216,12.51496011077468,1880.903110339251,2868.203390408562,0.4398533840840756
1,4066.47,1,2,3.062314471149913,2.869163108416062,95.22345933099888,-17.58665611704493,16.10328018069712,1881.922799809039,2703.098438355856,0.981276091270006
1,3024.41,4,1,1.570796326794897,1.570796326794897,85.45679813717221,-17.580302122207,16.10562855206576,1881.936768168817,2702.904461476744,0.9727579597918644
1,3035.35,4,1,-1.641971058069894,-2.831148569587996,84.67149908483611,-17.57703556495774,16.10684909111614,1881.936768168817,2702.802368382474,0.9645869112246424
1,2858.37,4,1,-1.784964861553403,3.13537346948488,87.43789347374741,-17.57376850588523,16.10806384754936,1881.936768168817,2702.700275288204,0.970153013978873
1,2893.44,4,1,-1.632497650843685,-2.619478476525616,84.76866992717062,-17.57043947661303,16.1092847290978,1881.950736496834,2702.608391503362,0.9675725877869682
1,2955.08,4,1,-0.2634459379321175,-1.502623231290319,84.98680855281954,-17.56717246027968,16.11049935186145,1881.950736496834,2702.506298409093,0.9570544934777826
1,3065.0,4,1,1.398385876102111,0.224462305572691,84.82816227962033,-17.56390598763002,16.11171962479984,1881.950736496834,2702.404205314823,0.95733295828022
1,3025.53,4,1,2.457067886392561,1.268126693221462,82.41872200540725,-17.56063901334763,16.11293411513392,1881.950736496834,2702.302112220554,0.9613982913650114
1,3145.15,4,1,-0.5427996582039761,-1.70149408458512,84.49103894907199,-17.55731007108697,16.11415472566773,1881.964704856612,2702.200019126284,0.9698412351170116
1,3272.1,4,1,-2.905814809018024,2.179494944716175,88.51272197467209,-17.55404366185716,16.11537479875071,1881.964704856612,2702.097926032014,0.9638905653861528
1,3276.78,4,1,1.510789188489245,0.3099624205397869,85.02845319953433,-17.55077675113798,16.11658908923898,1881.964704856612,2701.995832937745,0.965404389155836
1,3369.88,4,1,0.2385761465953046,-0.7727232096849738,91.83239524136566,-17.54744787410752,16.11780949623519,1881.97867321639,2701.893739843475,0.9577772770183464
1,3480.42,4,1,0.2352618648812428,-0.9587354364320736,88.66343593421135,-17.54418100591952,16.11902365310086,1881.97867321639,2701.791646749206,0.9626417442812056
1,3352.58,4,1,0.8824592148665457,-0.3861928953918775,93.53784267825723,-17.54091468087456,16.12024346016553,1881.97867321639,2701.689553654936,0.968274361778644
