№ испытания,Модуль сигнала,Тип_измерения,Количество импульсов,Фаза Hor,Фаза Ver,Уровень шума,Азимут,У.М.,Секунда,Дальность (м),Доля сигнала в ВП,Тип марсианина
1,9830.14,4,1,1.935632032023249,2.05779914950839,102.6679357008721,27.59473104805546,15.0656497320553,1877.76023189826,2595.24729356951,0.53627647248521,1
1,8825.82,4,1,-2.18416941844189,-2.085650400054159,94.74752051140123,27.59355666280103,15.06729605339159,1877.76023189826,2595.104363237533,0.5800544916134692,1
1,9763.67,4,1,0.1589292879671094,0.2978524061412366,99.70918270570672,27.59231677257307,15.0689525238065,1877.774200258038,2594.951223596128,0.5759713134212974,1
1,9078.68,4,1,2.836457864731261,2.949569070304647,93.50809650203236,27.59114162153958,15.07059312883496,1877.774200258038,2594.798083954724,0.620891950810334,1
1,8833.43,4,1,-0.3908006812140052,-0.3213412180130538,94.44014335707776,27.58990176599731,15.07224956778117,1877.774200258038,2594.655153622747,0.7107670573307985,1
1,9063.19,4,1,2.763920966015392,2.866962923877428,95.68155044486164,27.58872744923551,15.07389582835697,1877.774200258038,2594.502013981342,0.6499257451187652,1
1,8303.86,4,1,-0.1568084731858689,-0.0483452194079222,93.41687489494282,27.58748762840924,15.07555223582867,1877.788168586056,2594.359083649365,0.7233004879829299,1
1,2173.72,1,2,1.570796326794897,1.570796326794897,94.90021754935547,-0.7559779057605794,12.49619889884239,1878.291029156941,2806.426859066061,0.3994466552353972,1
1,1453.17,1,1,1.570796326794897,1.570796326794897,86.9560054189048,7.641532601760862,8.605712578482096,1878.304997484958,3289.092380844183,0.9988855065103844,1
1,10742.56,1,2,1.655943178594234,1.576029213466988,100.8395374022511,27.39334105898056,15.32804235741008,1878.374839252088,2571.01039298992,0.6831182776032843,1
1,4384.4,1,2,-0.9062074353410274,0.2455461965292739,93.6290642853468,-20.20230264063504,15.09149556443906,1878.751984648492,2789.060823730812,0.9406708104186912,0
1,9642.8,1,2,1.570796326794897,1.570796326794897,100.1216630160247,27.16877677591141,15.6287749109749,1879.045319981508,2544.445769860985,0.7191630273862307,1
1,3621.17,4,1,1.85052839195783,-2.270533959966092,86.00214470129453,26.21833926332359,15.79215103829279,1879.282781907173,2549.744401453574,0.6531249302050075,1
1,3826.61,4,1,1.113259155223825,-2.887112946968635,87.4398765521624,26.2177241325776,15.79392967093079,1879.296750266951,2549.59126181217,0.6550995370715978,1
1,3414.24,4,1,0.6679249050296695,2.918361917320419,77.17149651934321,26.21704318858365,15.79571218503003,1879.296750266951,2549.438122170766,0.7577825289990837,1
1,3799.45,4,1,3.083918206885825,-0.960914165087328,80.90166701793974,26.21020916406209,15.81525763803918,1879.338655314524,2547.753586115318,0.6481448195901718,1
1,3884.26,4,1,-2.248754670612291,-0.025996496751711,92.62562660736174,26.2095942723592,15.8170361599839,1879.338655314524,2547.600446473914,0.5964059352692829,1
1,3697.31,4,1,-1.143281408775375,1.10081402701166,83.12866407797372,26.20897860637307,15.81880898929996,1879.338655314524,2547.44730683251,0.6096741306048827,1
1,3278.89,4,1,0.131735069097651,2.383405124123865,86.79140991046062,26.2076830800223,15.82236987675088,1879.352623642542,2547.151236859128,0.6926724491247604,1
1,3874.74,4,1,-2.803759635509123,-0.5533904242114219,83.14254562687866,26.20706826173315,15.82414836459916,1879.352623642542,2546.998097217723,0.575439595487047,1
1,3531.54,4,1,-0.904534328993615,1.33227286556129,79.85460161482493,26.20645266887474,15.82592115989181,1879.352623642542,2546.84495757632,0.6761328909901559,1
1,3988.57,4,1,1.106897270866931,-2.96657155329568,81.73257687382063,26.20583788735604,15.82769963084763,1879.36659200232,2546.691817934915,0.6171710660580084,1
1,3892.3,4,1,-3.124008501490466,-0.9143512907076484,84.71710988838088,26.20208216107157,15.83836279458462,1879.380560330338,2545.772980086489,0.6179705668091817,1
1,1586.1,1,2,-0.4106527294591524,1.841844469245954,92.62364352894676,4.484711376189066,13.76732556408106,1879.394528690116,2688.121381426514,0.1245407729126644,1
1,1065.46,4,1,1.570796326794897,1.570796326794897,85.43696735302231,4.477018198455188,13.76914075418901,1879.408497049894,2687.947823166256,0.168524636647226,1
1,1097.05,4,1,-0.124692037467396,2.146249490251711,82.54167286713664,4.473495779195309,13.76998211251043,1879.408497049894,2687.86614869084,0.1186088359935562,1
1,1107.9,4,1,2.629567606824187,-1.643540729345923,79.38659510888725,4.469978161470936,13.77076561916994,1879.422465377912,2687.794683524851,0.1075714476086906,1
1,1213.26,4,1,-0.372486747940971,1.663534166734923,87.66991364830126,4.466455725281613,13.77160682981795,1879.422465377912,2687.713009049436,0.1392298696353461,1
1,1220.56,4,1,-2.77774889851167,-0.5531975949207265,87.04722702599435,4.462939194555574,13.77244781269771,1879.422465377912,2687.63133457402,0.1255839923741467,1
1,1154.02,4,1,2.275300070932972,-2.010496171300147,84.11623712863886,4.459422654927083,13.7732887218904,1879.422465377912,2687.559869408032,0.1216359461297096,1
1,1223.35,4,1,1.681463758301649,-2.410772064242026,80.62800219667109,4.452383634572177,13.77497047268838,1879.43643373769,2687.3965204572,0.0994902626736313,1
1,1252.4,4,1,2.852320665104226,-1.190342885706891,83.43405815388222,4.448861153825669,13.77581131405122,1879.43643373769,2687.325055291212,0.130023468960675,1
1,1176.88,4,1,-1.725737298997625,0.5057069787622354,79.5551567741614,4.445344578466544,13.77665192825954,1879.450402097468,2687.243380815796,0.1483501232606672,1
1,1192.89,4,1,0.6264757170174285,3.095357958425512,84.32644344062781,4.441826896621292,13.77743484569388,1879.450402097468,2687.161706340381,0.0962425152211668,1
1,1331.8,4,1,-2.136277064988065,0.2877426205001281,81.51245516975673,4.438304389794217,13.7782754655897,1879.450402097468,2687.090241174391,0.094492304139699,1
1,1195.58,4,1,2.309135803281522,-1.84057034809223,80.35830353223244,4.434787788307885,13.77911585869917,1879.450402097468,2687.008566698976,0.1122085809548949,1
1,1217.26,4,1,1.277856678908987,-2.832910411941236,83.48561819267196,4.431265263494656,13.77995633086648,1879.464370425485,2686.92689222356,0.1139920787656984,1
1,1191.08,4,1,1.219015842262015,-2.91944261056646,82.77964227693546,4.427748643992049,13.78079657649295,1879.464370425485,2686.855427057571,0.0978281759408074,1
1,1029.6,4,1,1.589474754051986,-2.409765189053094,76.47543599568165,4.424232015461219,13.78163674843999,1879.464370425485,2686.773752582156,0.165785643552252,1
1,1239.02,4,1,2.375475225662775,-1.614462740317698,84.93723159244477,4.42070946357294,13.78247699908131,1879.464370425485,2686.692078106741,0.1423600124555906,1
1,1174.88,4,1,2.735070185820094,-1.394889930728554,81.5342690323216,4.417169159693453,13.78331763255208,1879.478338785264,2686.620612940752,0.0791853698390405,1
1,1361.37,4,1,0.6121160463102251,2.890510332125174,82.0022755382593,4.413645498634676,13.78410011245037,1879.478338785264,2686.538938465336,0.1283794842854157,1
1,6043.84,1,2,1.570796326794897,1.570796326794897,98.6026249501422,26.69567116624168,16.24731208310459,1880.400249800126,2491.347151531395,0.7806387232476265,1
1,4625.93,4,1,1.570796326794897,1.570796326794897,89.34363183055298,26.69330664557492,16.25032228527498,1880.414218159904,2491.091918795722,0.7213830674997863,1
1,4181.26,4,1,-1.632639574863982,-1.64909473177907,86.6525944214113,26.692021120101,16.25203423665305,1880.414218159904,2490.938779154317,0.7437467028833039,1
1,4410.63,4,1,0.2544688361868013,0.2297793558080633,87.70957521660108,26.69067107267107,16.25376161160065,1880.414218159904,2490.79584882234,0.7508494025944651,1
1,4383.89,4,1,2.129272866307522,2.104501446668182,82.09746330217884,26.68932104119297,16.25548896957017,1880.414218159904,2490.652918490362,0.7334274472508404,1
1,4126.82,4,1,2.826620524369797,2.741573190994731,86.01404317178445,26.67999950582846,16.26754345403787,1880.4421548477,2489.631987547667,0.7643586587784358,1
1,4221.78,4,1,0.2995401253572242,0.2366188196162075,88.01100313567959,26.6786496012601,16.26927067748446,1880.456123207478,2489.478847906262,0.7115676035268695,1
1,4470.75,4,1,-2.021046939937038,-2.125937870693498,83.66806140685107,26.67729888011707,16.27099220700192,1880.456123207478,2489.335917574285,0.7538779931034074,1
1,1395.18,1,2,1.570796326794897,1.570796326794897,87.00558237927955,3.322836381578467,14.00636800083759,1880.763426868512,2661.087130063939,0.524227562098812,1
1,2619.56,1,2,1.570796326794897,1.570796326794897,96.33993247863836,26.8653093608216,12.51496011077468,1880.903110339251,2868.203390408562,0.4398533840840756,1
1,4066.47,1,2,3.062314471149913,2.869163108416062,95.22345933099888,-17.58665611704493,16.10328018069712,1881.922799809039,2703.098438355856,0.981276091270006,0
1,3024.41,4,1,1.570796326794897,1.570796326794897,85.45679813717221,-17.580302122207,16.10562855206576,1881.936768168817,2702.904461476744,0.9727579597918644,0
1,3035.35,4,1,-1.641971058069894,-2.831148569587996,84.67149908483611,-17.57703556495774,16.10684909111614,1881.936768168817,2702.802368382474,0.9645869112246424,0
1,2858.37,4,1,-1.784964861553403,3.13537346948488,87.43789347374741,-17.57376850588523,16.10806384754936,1881.936768168817,2702.700275288204,0.970153013978873,0
1,2893.44,4,1,-1.632497650843685,-2.619478476525616,84.76866992717062,-17.57043947661303,16.1092847290978,1881.950736496834,2702.608391503362,0.9675725877869682,0
1,2955.08,4,1,-0.2634459379321175,-1.502623231290319,84.98680855281954,-17.56717246027968,16.11049935186145,1881.950736496834,2702.506298409093,0.9570544934777826,0
1,3065.0,4,1,1.398385876102111,0.224462305572691,84.82816227962033,-17.56390598763002,16.11171962479984,1881.950736496834,2702.404205314823,0.95733295828022,0
1,3025.53,4,1,2.457067886392561,1.268126693221462,82.41872200540725,-17.56063901334763,16.11293411513392,1881.950736496834,2702.302112220554,0.9613982913650114,0
1,3352.58,4,1,0.8824592148665457,-0.3861928953918775,93.53784267825723,-17.54091468087456,16.12024346016553,1881.97867321639,2701.689553654936,0.968274361778644,0
1,3556.11,4,1,2.150517498085601,1.043807177135015,85.71658140953593,-17.53764785453117,16.12145748464821,1881.97867321639,2701.587460560667,0.9714173288006696,0
1,3278.61,4,1,0.7457269727564766,-0.5154220684161862,77.66726612309074,-17.51465773547521,16.12997757660249,1882.006609904186,2700.87280890078,0.9861582005855852,0
1,3208.36,4,1,1.445486314836888,0.1309548119362257,84.75082222143571,-17.51132909612002,16.13119723838809,1882.020578263964,2700.77071580651,0.972280232671348,0
1,3094.89,4,1,2.962561237015915,1.615643466807964,88.29260027060818,-17.50479636456364,16.13362973911682,1882.020578263964,2700.576738927399,0.9698261575155884,0
1,3248.53,4,1,1.837156048776614,0.5155860215397275,78.7520100160904,-17.50146778980712,16.13484919750728,1882.020578263964,2700.474645833129,0.96699418895126,0
1,3074.93,4,1,-0.6083704441591651,-1.846447642039619,85.08001323832407,-17.49814132242441,16.13609145285119,1882.034546591982,2700.362343429432,0.9754752538744887,0
1,2482.42,4,1,-0.5368698866523924,2.753810070604102,77.02673179504893,25.71822496108989,17.13184438273588,1882.062483279778,2436.696718168908,0.4261248168316254,1
1,2757.12,4,1,-2.417993853388328,0.845529470047739,81.44106434681709,25.7175036208935,17.13370949542099,1882.076451639556,2436.553787836931,0.5069856085603363,1
1,2980.53,4,1,2.565865349267833,-0.5617148139634389,83.95759085543963,25.71678314109013,17.13558027366202,1882.076451639556,2436.400648195528,0.4708337488960843,1
1,2797.59,4,1,1.298673061887834,-1.742123382185552,84.086490952414,25.71612699931717,17.13743602260468,1882.076451639556,2436.247508554123,0.4749232152821327,1
1,3014.67,4,1,0.1333866841135382,-2.802349813840433,87.65206594256635,25.71540655568103,17.13930678427297,1882.090419999334,2436.094368912718,0.4471553295650092,1
1,3016.25,4,1,-0.8896154536451556,2.328483947791873,89.05211930354942,25.71468528734436,17.14117186354025,1882.090419999334,2435.941229271314,0.3911281664873358,1
1,2538.94,4,1,-2.027536879095541,1.221972332808643,80.60420525569123,25.7139648796671,17.14304260832504,1882.090419999334,2435.798298939337,0.5554709263775226,1
1,2915.31,4,1,-2.838910770863133,0.365490359913839,81.94080010739461,25.71324364714684,17.14490767073745,1882.090419999334,2435.645159297932,0.4262444146656451,1
1,2900.57,4,1,-3.083170819245861,0.1728418299347813,85.19304870797853,25.70832837932594,17.15796120682256,1882.118356687129,2434.583391117529,0.3982916803685772,1
1,2331.6,4,1,-1.953813341214693,1.33742160015267,79.94780630032946,25.70760813370115,17.15983187639644,1882.118356687129,2434.430251476125,0.5254384493910204,1
1,2653.39,4,1,-0.942338765068008,2.358980907320757,81.98046167569441,25.70688706258902,17.16169686372687,1882.132325046907,2434.27711183472,0.3766991880702318,1
1,2512.8,4,1,-1.386426342201439,1.978963252790953,87.85037378406538,25.70616685286707,17.16356751646995,1882.132325046907,2434.134181502743,0.4394284324430834,1
1,2815.45,4,1,1.872318378297579,-1.088157931870417,80.65378221606598,25.70551098315056,17.16542314485378,1882.132325046907,2433.981041861339,0.3862038979355447,1
1,2871.23,4,1,-3.028274491439103,0.2804695852729006,84.086490952414,25.70479080952113,17.1672937810956,1882.146293374925,2433.827902219934,0.4334411076301591,1
1,2982.2,4,1,3.097486737291675,0.0911536816817425,79.84270314433499,25.7040698101178,17.16915873515115,1882.146293374925,2433.67476257853,0.3965637557729075,1
1,2225.73,4,1,0.0678536868978276,-2.863737700361995,86.95997157573477,25.7033496723709,17.17102935458131,1882.146293374925,2433.521622937126,0.5906726995209945,1
1,2398.47,4,1,0.4652806964424289,-2.574353199087982,77.77435235750022,25.70262870870774,17.1728942918536,1882.146293374925,2433.378692605148,0.5087560574894353,1
1,3091.35,4,1,-2.200248643346089,1.053423627990426,88.42150036758255,25.70197377349114,17.17475555391081,1882.160261734703,2433.225552963745,0.3657992863485715,1
1,2947.23,4,1,-1.805271855445547,1.511945025553024,88.06058009605434,25.70125284575647,17.17662047472954,1882.160261734703,2433.07241332234,0.3444359632547854,1
1,2576.34,4,1,0.5746628703344074,-2.459294327290158,83.25954725336308,25.70053277994446,17.17849106088497,1882.160261734703,2432.919273680936,0.4608539707250276,1
1,1457.98,4,1,-0.2874083792922014,-1.126438306025289,83.91991236555481,1.968406062332747,14.3863976227755,1882.216135142055,2633.22592463778,0.9753523402213704,1
1,1351.42,4,1,-0.5319677308918371,-1.693375093674623,79.67017532223085,1.964880090348281,14.38724973985154,1882.216135142055,2633.154459471792,0.9749702924382412,1
1,1508.15,4,1,-2.385041548680252,-3.036061436686962,86.62483132360143,1.957839873187338,14.38894786172743,1882.230103470073,2633.011529139814,0.9681521319505884,1
1,1564.79,4,1,0.6606553231088971,0.0552996435446915,84.56242977201164,1.954319760439561,14.38979969128314,1882.230103470073,2632.950273283252,0.9803757381776416,1
1,1564.86,4,1,-2.885706016111553,2.337266987639463,84.58226055616153,1.950799628009738,14.39065144755584,1882.244071829851,2632.878808117264,0.9379465629740604,1
1,1669.05,4,1,0.0664328648924934,-0.1582753382849576,83.34085346837769,1.926146212931908,14.39660030799015,1882.258040189629,2632.378551955343,0.962986418914975,1
1,1851.39,4,1,3.075552747405405,2.814584690558152,80.44357590407702,1.922625922748437,14.3974514777757,1882.272008517646,2632.307086789354,0.9609588441478348,1
1,1821.2,4,1,0.8884439729196189,0.443021306176192,86.23813103267835,1.919099644959436,14.39829688327074,1882.272008517646,2632.235621623366,0.9447878427449572,1
1,1652.76,4,1,-0.9340723986529148,-1.221560549745522,83.1762579599335,1.915579315250761,14.3991479063788,1882.272008517646,2632.164156457377,0.9705723640317204,1
1,1682.94,4,1,-1.643443107903541,-2.067156077727015,87.59653974694662,1.912058965723065,14.39999885620518,1882.285976877424,2632.102900600816,0.962635989230283,1
1,4848.96,1,2,0.181946677795622,-0.8409982017933899,105.09918983765,-17.00311008619491,16.3100416610998,1882.607248898237,2685.415914428371,0.981415116177847,0
1,4270.27,1,2,1.570796326794897,1.570796326794897,97.71817197705656,25.5896384451408,17.48004506907377,1882.732964040958,2409.764559900603,0.2826146112920422,1
1,1297.3,1,2,1.570796326794897,1.570796326794897,97.63488268362696,1.366184209864964,14.49220672041458,1882.872647511697,2621.270823298817,0.3887747911037403,1
1,4009.73,1,2,1.570796326794897,1.570796326794897,96.4926295165926,26.02382937696703,13.18326482122723,1882.914552559271,2792.593244792538,0.8573605440028608,1
1,4625.77,1,2,1.570796326794897,1.570796326794897,94.394532553533,25.6633912970716,17.53501736066058,1883.138046156917,2384.874263517688,0.9330165818815492,1
1,3162.5,1,2,1.570796326794897,1.570796326794897,99.7726412149864,25.7476586420329,13.56528050406876,1883.58503328869,2767.018924678017,0.9482910588198534,1
1,4507.95,1,2,1.570796326794897,1.570796326794897,92.65338970517162,25.3868511462658,17.87518376301004,1883.836463574133,2358.340268317034,0.973154819149255,1
1,1159.36,1,2,1.570796326794897,1.570796326794897,98.4737248531678,-1.669900068869916,14.87946519588004,1883.864400261928,2577.850630305979,0.9816609025117004,1
1,1424.88,1,1,1.570796326794897,1.570796326794897,81.30026577935278,3.373424000984778,9.345242135755036,1883.878368621707,3191.266777915107,0.8481576461441728,1
1,1342.41,1,2,-2.561227798278258,-2.67605701335217,90.5929712319968,-15.81330888701516,16.71930063998058,1883.962178716854,2650.734890305007,0.9814634836898444,0
1,1320.7,1,1,1.570796326794897,1.570796326794897,86.25796181682826,30.85074981432175,10.04102492141408,1884.073925499797,3145.763885799171,0.4298898747505865,1
1,5274.86,1,2,2.494916703977666,-3.027571172712071,96.81190514140604,25.32048568808817,18.18632670205917,1884.087893859575,2355.13454515697,0.6303881820224789,1
1,729.53,1,2,1.570796326794897,1.570796326794897,90.75954981885596,0.0598112704325216,14.73593612400116,1884.213609002297,2597.268736836047,0.6970703768244151,1
1,1263.83,1,1,1.570796326794897,1.570796326794897,86.89254690962511,2.851772490304358,9.435887277994702,1884.562817710904,3180.414281994254,0.87367606971444,1
1,576.23,1,2,1.762450368901334,2.431602889930245,93.07380232914952,3.362763668097766,12.27864743593836,1884.576786070683,2856.350382163868,0.8459479075995795,1
1,1645.7,1,1,1.570796326794897,1.570796326794897,83.20798721457334,30.69003252538,9.73625424370422,1884.604722758478,3124.538731500533,0.2827445079972555,1
1,1450.71,1,2,-3.03533444943451,-1.773989683172961,96.1336923234794,-15.20256266113994,16.9247148050054,1884.646627806052,2633.603669086578,0.5582249063574958,0
1,1072.72,4,1,1.570796326794897,1.570796326794897,84.98879163123453,-15.19652322343125,16.92673261982657,1884.66059616583,2633.440320135747,0.6640475340419015,0
1,1178.06,4,1,-0.847988649890767,-1.901265276886437,84.6060574971414,-15.1931422918445,16.92787622166673,1884.66059616583,2633.348436350904,0.5043500250523885,0
1,939.59,4,1,-2.479833568356105,2.854903103243167,80.01523096643913,-15.18969975183852,16.92902506395762,1884.66059616583,2633.256552566062,0.7910108802824724,0
1,996.1,4,1,3.016836288050503,1.897118174125573,79.75346461566043,-15.1863188478764,16.93016852658024,1884.66059616583,2633.154459471792,0.5721408992510809,0
1,1202.11,4,1,2.746519371185263,1.710422236402973,82.93432239330468,-15.18287633636641,16.93131722716246,1884.674564493848,2633.062575686949,0.5922152039623786,0
